Время;Давление, атм
14.03.2024 15:30:32:982;29,43
14.03.2024 15:30:33:059;29,44
14.03.2024 15:30:33:153;29,43
14.03.2024 15:30:33:232;29,44
14.03.2024 15:30:33:310;29,44
14.03.2024 15:30:33:388;29,43
14.03.2024 15:30:33:466;29,43
14.03.2024 15:30:33:544;29,44
14.03.2024 15:30:33:622;29,43
14.03.2024 15:30:33:700;29,44
14.03.2024 15:30:33:778;29,45
14.03.2024 15:30:33:857;29,44
14.03.2024 15:30:33:935;29,45
14.03.2024 15:30:34:013;29,44
14.03.2024 15:30:34:169;29,45
14.03.2024 15:30:34:248;29,45
14.03.2024 15:30:34:404;29,45
14.03.2024 15:30:34:482;29,45
14.03.2024 15:30:34:560;29,45
14.03.2024 15:30:34:638;29,45
14.03.2024 15:30:34:716;29,45
14.03.2024 15:30:34:794;29,45
14.03.2024 15:30:34:873;29,45
14.03.2024 15:30:34:951;29,45
14.03.2024 15:30:35:029;29,45
14.03.2024 15:30:35:185;29,45
14.03.2024 15:30:35:264;29,44
14.03.2024 15:30:35:342;29,45
14.03.2024 15:30:35:420;29,45
14.03.2024 15:30:35:498;29,45
14.03.2024 15:30:35:576;29,45
14.03.2024 15:30:35:654;29,45
14.03.2024 15:30:35:732;29,45
14.03.2024 15:30:35:810;29,45
14.03.2024 15:30:36:123;29,45
14.03.2024 15:30:36:201;29,46
14.03.2024 15:30:36:279;29,45
14.03.2024 15:30:36:670;29,45
14.03.2024 15:30:36:748;29,46
14.03.2024 15:30:36:826;29,45
14.03.2024 15:30:37:139;29,45
14.03.2024 15:30:37:217;29,46
14.03.2024 15:30:37:295;29,46
14.03.2024 15:30:37:374;29,47
14.03.2024 15:30:37:608;29,47
14.03.2024 15:30:37:686;29,47
14.03.2024 15:30:37:764;29,47
14.03.2024 15:30:37:842;29,46
14.03.2024 15:30:37:920;29,47
14.03.2024 15:30:37:998;29,47
14.03.2024 15:30:38:077;29,47
14.03.2024 15:30:38:155;29,47
14.03.2024 15:30:38:233;29,47
14.03.2024 15:30:38:311;29,47
14.03.2024 15:30:38:390;29,47
14.03.2024 15:30:38:468;29,47
14.03.2024 15:30:38:546;29,47
14.03.2024 15:30:38:624;29,47
14.03.2024 15:30:38:702;29,48
14.03.2024 15:30:38:780;29,47
14.03.2024 15:30:38:858;29,47
14.03.2024 15:30:38:936;29,47
14.03.2024 15:30:39:014;29,47
14.03.2024 15:30:39:093;29,47
14.03.2024 15:30:39:171;29,47
14.03.2024 15:30:39:249;29,47
14.03.2024 15:30:39:327;29,47
14.03.2024 15:30:39:405;29,48
14.03.2024 15:30:39:484;29,47
14.03.2024 15:30:39:561;29,48
14.03.2024 15:30:39:641;29,47
14.03.2024 15:30:39:734;29,48
14.03.2024 15:30:39:811;29,48
14.03.2024 15:30:40:124;29,48
14.03.2024 15:30:40:203;29,47
14.03.2024 15:30:40:281;29,48
14.03.2024 15:30:40:827;29,48
14.03.2024 15:30:40:906;29,49
14.03.2024 15:30:40:984;29,48
14.03.2024 15:30:41:062;29,48
14.03.2024 15:30:41:140;29,48
14.03.2024 15:30:41:453;29,48
14.03.2024 15:30:41:531;29,48
14.03.2024 15:30:41:687;29,48
14.03.2024 15:30:41:765;29,48
14.03.2024 15:30:41:843;29,49
14.03.2024 15:30:42:078;29,49
14.03.2024 15:30:42:156;29,48
14.03.2024 15:30:42:234;29,49
14.03.2024 15:30:42:313;29,48
14.03.2024 15:30:42:391;29,5
14.03.2024 15:30:42:469;29,49
14.03.2024 15:30:42:563;29,5
14.03.2024 15:30:42:641;29,49
14.03.2024 15:30:42:719;29,48
14.03.2024 15:30:42:797;29,49
14.03.2024 15:30:42:875;29,5
14.03.2024 15:30:42:953;29,49
14.03.2024 15:30:43:031;29,5
14.03.2024 15:30:43:188;29,5
14.03.2024 15:30:43:266;29,5
14.03.2024 15:30:43:344;29,5
14.03.2024 15:30:43:813;29,5
14.03.2024 15:30:43:891;29,5
14.03.2024 15:30:44:438;29,5
14.03.2024 15:30:44:516;29,5
14.03.2024 15:30:44:594;29,5
14.03.2024 15:30:44:672;29,5
14.03.2024 15:30:44:750;29,5
14.03.2024 15:30:44:829;29,5
14.03.2024 15:30:45:845;29,5
14.03.2024 15:30:45:923;29,51
14.03.2024 15:30:46:001;29,5
14.03.2024 15:30:46:079;29,5
14.03.2024 15:30:46:157;29,51
14.03.2024 15:30:46:313;29,51
14.03.2024 15:30:46:392;29,5
14.03.2024 15:30:46:470;29,51
14.03.2024 15:30:46:704;29,51
14.03.2024 15:30:46:782;29,51
14.03.2024 15:30:46:860;29,51
14.03.2024 15:30:46:939;29,51
14.03.2024 15:30:47:017;29,51
14.03.2024 15:30:47:095;29,53
14.03.2024 15:30:47:173;29,51
14.03.2024 15:30:47:252;29,52
14.03.2024 15:30:47:329;29,51
14.03.2024 15:30:47:408;29,51
14.03.2024 15:30:47:486;29,52
14.03.2024 15:30:47:642;29,52
14.03.2024 15:30:47:720;29,53
14.03.2024 15:30:47:798;29,52
14.03.2024 15:30:47:876;29,52
14.03.2024 15:30:47:955;29,51
14.03.2024 15:30:48:033;29,53
14.03.2024 15:30:48:424;29,53
14.03.2024 15:30:48:518;29,52
14.03.2024 15:30:48:595;29,53
14.03.2024 15:30:48:673;29,52
14.03.2024 15:30:48:752;29,53
14.03.2024 15:30:48:830;29,53
14.03.2024 15:30:48:908;29,53
14.03.2024 15:30:49:768;29,53
14.03.2024 15:30:49:846;29,54
14.03.2024 15:30:49:924;29,53
14.03.2024 15:30:50:002;29,53
14.03.2024 15:30:50:080;29,53
14.03.2024 15:30:50:159;29,53
14.03.2024 15:30:50:252;29,53
14.03.2024 15:30:50:409;29,53
14.03.2024 15:30:50:487;29,53
14.03.2024 15:30:50:565;29,53
14.03.2024 15:30:50:643;29,54
14.03.2024 15:30:50:721;29,53
14.03.2024 15:30:50:799;29,53
14.03.2024 15:30:50:893;29,53
14.03.2024 15:30:50:971;29,53
14.03.2024 15:30:51:127;29,53
14.03.2024 15:30:51:205;29,53
14.03.2024 15:30:51:284;29,54
14.03.2024 15:30:51:362;29,53
14.03.2024 15:30:51:440;29,54
14.03.2024 15:30:51:519;29,54
14.03.2024 15:30:51:596;29,55
14.03.2024 15:30:51:753;29,55
14.03.2024 15:30:51:831;29,54
14.03.2024 15:30:51:909;29,54
14.03.2024 15:30:51:987;29,55
14.03.2024 15:30:52:065;29,55
14.03.2024 15:30:52:222;29,55
14.03.2024 15:30:52:300;29,55
14.03.2024 15:30:52:378;29,55
14.03.2024 15:30:52:456;29,55
14.03.2024 15:30:52:534;29,54
14.03.2024 15:30:52:612;29,55
14.03.2024 15:30:52:690;29,55
14.03.2024 15:30:52:769;29,54
14.03.2024 15:30:52:847;29,55
14.03.2024 15:30:52:925;29,55
14.03.2024 15:30:53:800;29,55
14.03.2024 15:30:53:878;29,55
14.03.2024 15:30:54:034;29,55
14.03.2024 15:30:54:113;29,56
14.03.2024 15:30:54:191;29,55
14.03.2024 15:30:54:269;29,56
14.03.2024 15:30:54:347;29,55
14.03.2024 15:30:54:426;29,55
14.03.2024 15:30:54:504;29,56
14.03.2024 15:30:54:582;29,55
14.03.2024 15:30:54:738;29,55
14.03.2024 15:30:54:816;29,56
14.03.2024 15:30:54:894;29,56
14.03.2024 15:30:54:973;29,55
14.03.2024 15:30:55:050;29,55
14.03.2024 15:30:55:129;29,56
14.03.2024 15:30:55:207;29,56
14.03.2024 15:30:55:285;29,55
14.03.2024 15:30:55:363;29,56
14.03.2024 15:30:55:441;29,56
14.03.2024 15:30:55:520;29,56
14.03.2024 15:30:55:598;29,55
14.03.2024 15:30:55:691;29,56
14.03.2024 15:30:55:769;29,56
14.03.2024 15:30:55:848;29,56
14.03.2024 15:30:56:004;29,56
14.03.2024 15:30:56:082;29,56
14.03.2024 15:30:56:395;29,56
14.03.2024 15:30:56:473;29,56
14.03.2024 15:30:56:551;29,56
14.03.2024 15:30:56:629;29,56
14.03.2024 15:30:56:707;29,56
14.03.2024 15:30:56:785;29,56
14.03.2024 15:30:56:864;29,56
14.03.2024 15:30:56:942;29,57
14.03.2024 15:30:57:411;29,57
14.03.2024 15:30:57:489;29,58
14.03.2024 15:30:57:567;29,58
14.03.2024 15:30:57:645;29,57
14.03.2024 15:30:57:723;29,58
14.03.2024 15:30:57:801;29,58
14.03.2024 15:30:57:879;29,58
14.03.2024 15:30:58:192;29,58
14.03.2024 15:30:58:270;29,58
14.03.2024 15:30:58:349;29,58
14.03.2024 15:30:58:755;29,58
14.03.2024 15:30:58:833;29,58
14.03.2024 15:30:58:911;29,58
14.03.2024 15:30:59:067;29,58
14.03.2024 15:30:59:145;29,59
14.03.2024 15:30:59:224;29,58
14.03.2024 15:30:59:302;29,58
14.03.2024 15:30:59:380;29,58
14.03.2024 15:30:59:458;29,58
14.03.2024 15:30:59:552;29,58
14.03.2024 15:30:59:630;29,58
14.03.2024 15:30:59:708;29,59
14.03.2024 15:30:59:786;29,58
14.03.2024 15:30:59:864;29,59
14.03.2024 15:31:00:177;29,59
14.03.2024 15:31:00:255;29,59
14.03.2024 15:31:00:334;29,58
14.03.2024 15:31:00:411;29,59
14.03.2024 15:31:00:568;29,59
14.03.2024 15:31:00:646;29,59
14.03.2024 15:31:00:724;29,59
14.03.2024 15:31:00:802;29,59
14.03.2024 15:31:00:880;29,59
14.03.2024 15:31:00:958;29,59
14.03.2024 15:31:01:037;29,59
14.03.2024 15:31:01:115;29,59
14.03.2024 15:31:01:193;29,59
14.03.2024 15:31:01:271;29,59
14.03.2024 15:31:01:740;29,59
14.03.2024 15:31:01:818;29,6
14.03.2024 15:31:01:896;29,6
14.03.2024 15:31:01:974;29,59
14.03.2024 15:31:02:052;29,59
14.03.2024 15:31:02:131;29,59
14.03.2024 15:31:02:287;29,59
14.03.2024 15:31:02:365;29,6
14.03.2024 15:31:02:443;29,6
14.03.2024 15:31:02:521;29,59
14.03.2024 15:31:02:600;29,6
14.03.2024 15:31:02:990;29,6
14.03.2024 15:31:03:068;29,6
14.03.2024 15:31:03:381;29,6
14.03.2024 15:31:03:459;29,61
14.03.2024 15:31:03:538;29,6
14.03.2024 15:31:03:616;29,6
14.03.2024 15:31:03:694;29,61
14.03.2024 15:31:03:772;29,61
14.03.2024 15:31:03:850;29,61
14.03.2024 15:31:04:084;29,61
14.03.2024 15:31:04:162;29,61
14.03.2024 15:31:04:241;29,61
14.03.2024 15:31:04:319;29,62
14.03.2024 15:31:04:397;29,61
14.03.2024 15:31:04:475;29,61
14.03.2024 15:31:04:553;29,62
14.03.2024 15:31:04:631;29,61
14.03.2024 15:31:04:710;29,61
14.03.2024 15:31:04:788;29,62
14.03.2024 15:31:04:866;29,61
14.03.2024 15:31:04:944;29,62
14.03.2024 15:31:05:022;29,62
14.03.2024 15:31:05:257;29,62
14.03.2024 15:31:05:335;29,63
14.03.2024 15:31:05:413;29,63
14.03.2024 15:31:05:491;29,62
14.03.2024 15:31:05:569;29,63
14.03.2024 15:31:05:648;29,63
14.03.2024 15:31:05:726;29,63
14.03.2024 15:31:05:804;29,63
14.03.2024 15:31:05:960;29,63
14.03.2024 15:31:06:038;29,63
14.03.2024 15:31:07:304;29,63
14.03.2024 15:31:07:382;29,64
14.03.2024 15:31:07:461;29,63
14.03.2024 15:31:07:617;29,63
14.03.2024 15:31:07:710;29,64
14.03.2024 15:31:07:789;29,64
14.03.2024 15:31:07:867;29,64
14.03.2024 15:31:07:945;29,64
14.03.2024 15:31:08:023;29,64
14.03.2024 15:31:08:257;29,64
14.03.2024 15:31:08:336;29,64
14.03.2024 15:31:08:414;29,64
14.03.2024 15:31:08:492;29,65
14.03.2024 15:31:08:649;29,65
14.03.2024 15:31:08:726;29,64
14.03.2024 15:31:08:804;29,65
14.03.2024 15:31:08:883;29,65
14.03.2024 15:31:08:961;29,64
14.03.2024 15:31:09:039;29,65
14.03.2024 15:31:09:195;29,65
14.03.2024 15:31:09:274;29,66
14.03.2024 15:31:09:586;29,66
14.03.2024 15:31:09:664;29,65
14.03.2024 15:31:09:899;29,65
14.03.2024 15:31:09:977;29,66
14.03.2024 15:31:10:055;29,66
14.03.2024 15:31:10:852;29,66
14.03.2024 15:31:10:930;29,66
14.03.2024 15:31:11:009;29,66
14.03.2024 15:31:11:165;29,67
14.03.2024 15:31:11:243;29,66
14.03.2024 15:31:11:321;29,66
14.03.2024 15:31:11:399;29,66
14.03.2024 15:31:11:493;29,67
14.03.2024 15:31:11:649;29,67
14.03.2024 15:31:11:727;29,66
14.03.2024 15:31:11:962;29,66
14.03.2024 15:31:12:040;29,67
14.03.2024 15:31:12:352;29,67
14.03.2024 15:31:12:431;29,67
14.03.2024 15:31:12:587;29,67
14.03.2024 15:31:12:665;29,67
14.03.2024 15:31:12:743;29,67
14.03.2024 15:31:12:821;29,67
14.03.2024 15:31:12:900;29,68
14.03.2024 15:31:12:978;29,68
14.03.2024 15:31:13:290;29,68
14.03.2024 15:31:13:369;29,69
14.03.2024 15:31:13:446;29,68
14.03.2024 15:31:13:525;29,68
14.03.2024 15:31:13:603;29,69
14.03.2024 15:31:13:681;29,69
14.03.2024 15:31:13:759;29,69
14.03.2024 15:31:13:837;29,69
14.03.2024 15:31:13:916;29,7
14.03.2024 15:31:13:994;29,69
14.03.2024 15:31:14:072;29,7
14.03.2024 15:31:14:228;29,7
14.03.2024 15:31:14:306;29,69
14.03.2024 15:31:14:385;29,71
14.03.2024 15:31:14:869;29,71
14.03.2024 15:31:14:947;29,71
14.03.2024 15:31:15:025;29,71
14.03.2024 15:31:15:103;29,71
14.03.2024 15:31:15:181;29,72
14.03.2024 15:31:15:260;29,72
14.03.2024 15:31:15:416;29,72
14.03.2024 15:31:15:494;29,72
14.03.2024 15:31:15:572;29,72
14.03.2024 15:31:15:651;29,72
14.03.2024 15:31:15:728;29,73
14.03.2024 15:31:15:807;29,73
14.03.2024 15:31:15:885;29,72
14.03.2024 15:31:15:963;29,72
14.03.2024 15:31:16:041;29,73
14.03.2024 15:31:16:354;29,73
14.03.2024 15:31:16:432;29,74
14.03.2024 15:31:16:510;29,74
14.03.2024 15:31:16:604;29,74
14.03.2024 15:31:16:682;29,75
14.03.2024 15:31:16:760;29,74
14.03.2024 15:31:16:838;29,74
14.03.2024 15:31:16:916;29,75
14.03.2024 15:31:16:994;29,75
14.03.2024 15:31:17:073;29,75
14.03.2024 15:31:17:151;29,74
14.03.2024 15:31:17:229;29,75
14.03.2024 15:31:17:307;29,75
14.03.2024 15:31:17:464;29,75
14.03.2024 15:31:17:542;29,75
14.03.2024 15:31:17:620;29,75
14.03.2024 15:31:17:776;29,75
14.03.2024 15:31:17:854;29,76
14.03.2024 15:31:17:933;29,75
14.03.2024 15:31:18:026;29,75
14.03.2024 15:31:18:104;29,75
14.03.2024 15:31:18:182;29,76
14.03.2024 15:31:18:260;29,76
14.03.2024 15:31:18:339;29,77
14.03.2024 15:31:18:417;29,76
14.03.2024 15:31:18:495;29,76
14.03.2024 15:31:18:573;29,77
14.03.2024 15:31:18:729;29,77
14.03.2024 15:31:18:807;29,77
14.03.2024 15:31:18:886;29,77
14.03.2024 15:31:18:964;29,77
14.03.2024 15:31:19:042;29,77
14.03.2024 15:31:19:120;29,78
14.03.2024 15:31:19:276;29,78
14.03.2024 15:31:19:355;29,77
14.03.2024 15:31:19:433;29,79
14.03.2024 15:31:19:511;29,78
14.03.2024 15:31:19:667;29,78
14.03.2024 15:31:19:745;29,79
14.03.2024 15:31:19:824;29,78
14.03.2024 15:31:19:902;29,78
14.03.2024 15:31:19:980;29,79
14.03.2024 15:31:20:058;29,79
14.03.2024 15:31:20:136;29,78
14.03.2024 15:31:20:214;29,79
14.03.2024 15:31:20:292;29,79
14.03.2024 15:31:20:371;29,78
14.03.2024 15:31:20:449;29,79
14.03.2024 15:31:20:543;29,79
14.03.2024 15:31:20:855;29,79
14.03.2024 15:31:20:933;29,8
14.03.2024 15:31:21:011;29,8
14.03.2024 15:31:21:089;29,8
14.03.2024 15:31:21:168;29,8
14.03.2024 15:31:21:246;29,8
14.03.2024 15:31:21:324;29,8
14.03.2024 15:31:21:402;29,8
14.03.2024 15:31:21:793;29,8
14.03.2024 15:31:21:871;29,82
14.03.2024 15:31:21:949;29,8
14.03.2024 15:31:22:027;29,81
14.03.2024 15:31:22:105;29,81
14.03.2024 15:31:22:183;29,82
14.03.2024 15:31:22:262;29,82
14.03.2024 15:31:22:340;29,81
14.03.2024 15:31:22:418;29,81
14.03.2024 15:31:22:496;29,82
14.03.2024 15:31:22:575;29,82
14.03.2024 15:31:22:653;29,82
14.03.2024 15:31:22:730;29,83
14.03.2024 15:31:22:809;29,82
14.03.2024 15:31:22:887;29,83
14.03.2024 15:31:22:965;29,82
14.03.2024 15:31:23:043;29,83
14.03.2024 15:31:23:122;29,82
14.03.2024 15:31:23:199;29,82
14.03.2024 15:31:23:278;29,83
14.03.2024 15:31:23:356;29,83
14.03.2024 15:31:23:669;29,83
14.03.2024 15:31:23:746;29,83
14.03.2024 15:31:23:825;29,83
14.03.2024 15:31:23:903;29,83
14.03.2024 15:31:23:981;29,84
14.03.2024 15:31:24:075;29,83
14.03.2024 15:31:24:153;29,83
14.03.2024 15:31:24:231;29,84
14.03.2024 15:31:24:309;29,83
14.03.2024 15:31:24:388;29,83
14.03.2024 15:31:24:465;29,85
14.03.2024 15:31:24:544;29,83
14.03.2024 15:31:24:622;29,85
14.03.2024 15:31:24:856;29,85
14.03.2024 15:31:24:934;29,85
14.03.2024 15:31:25:012;29,85
14.03.2024 15:31:25:091;29,85
14.03.2024 15:31:25:169;29,85
14.03.2024 15:31:25:247;29,86
14.03.2024 15:31:25:325;29,85
14.03.2024 15:31:25:403;29,86
14.03.2024 15:31:25:481;29,86
14.03.2024 15:31:25:560;29,85
14.03.2024 15:31:25:638;29,85
14.03.2024 15:31:25:716;29,86
14.03.2024 15:31:25:950;29,86
14.03.2024 15:31:26:029;29,87
14.03.2024 15:31:26:106;29,87
14.03.2024 15:31:26:185;29,86
14.03.2024 15:31:26:263;29,86
14.03.2024 15:31:26:341;29,87
14.03.2024 15:31:26:966;29,87
14.03.2024 15:31:27:045;29,87
14.03.2024 15:31:27:123;29,87
14.03.2024 15:31:27:201;29,87
14.03.2024 15:31:27:279;29,87
14.03.2024 15:31:27:357;29,87
14.03.2024 15:31:27:435;29,88
14.03.2024 15:31:27:514;29,87
14.03.2024 15:31:27:607;29,88
14.03.2024 15:31:27:685;29,87
14.03.2024 15:31:27:763;29,88
14.03.2024 15:31:27:841;29,88
14.03.2024 15:31:27:920;29,88
14.03.2024 15:31:27:998;29,88
14.03.2024 15:31:28:076;29,88
14.03.2024 15:31:28:154;29,88
14.03.2024 15:31:28:310;29,88
14.03.2024 15:31:28:388;29,88
14.03.2024 15:31:28:467;29,88
14.03.2024 15:31:29:170;29,88
14.03.2024 15:31:29:248;29,89
14.03.2024 15:31:29:327;29,9
14.03.2024 15:31:29:420;29,89
14.03.2024 15:31:29:498;29,9
14.03.2024 15:31:29:967;29,9
14.03.2024 15:31:30:045;29,9
14.03.2024 15:31:30:124;29,9
14.03.2024 15:31:30:201;29,9
14.03.2024 15:31:30:280;29,91
14.03.2024 15:31:30:358;29,9
14.03.2024 15:31:30:670;29,9
14.03.2024 15:31:30:748;29,91
14.03.2024 15:31:30:827;29,91
14.03.2024 15:31:30:905;29,9
14.03.2024 15:31:30:983;29,91
14.03.2024 15:31:31:061;29,91
14.03.2024 15:31:31:139;29,9
14.03.2024 15:31:31:217;29,91
14.03.2024 15:31:31:452;29,91
14.03.2024 15:31:31:530;29,91
14.03.2024 15:31:31:607;29,91
14.03.2024 15:31:31:922;29,91
14.03.2024 15:31:32:000;29,91
14.03.2024 15:31:32:079;29,91
14.03.2024 15:31:32:156;29,91
14.03.2024 15:31:32:234;29,92
14.03.2024 15:31:32:313;29,91
14.03.2024 15:31:32:391;29,93
14.03.2024 15:31:32:469;29,92
14.03.2024 15:31:32:547;29,92
14.03.2024 15:31:32:625;29,93
14.03.2024 15:31:32:703;29,92
14.03.2024 15:31:32:781;29,92
14.03.2024 15:31:32:860;29,92
14.03.2024 15:31:32:938;29,91
14.03.2024 15:31:33:016;29,91
14.03.2024 15:31:33:094;29,92
14.03.2024 15:31:33:250;29,92
14.03.2024 15:31:33:328;29,93
14.03.2024 15:31:33:407;29,93
14.03.2024 15:31:33:485;29,93
14.03.2024 15:31:33:719;29,93
14.03.2024 15:31:33:797;29,93
14.03.2024 15:31:34:032;29,93
14.03.2024 15:31:34:110;29,93
14.03.2024 15:31:34:579;29,93
14.03.2024 15:31:34:657;29,94
14.03.2024 15:31:34:735;29,93
14.03.2024 15:31:34:813;29,93
14.03.2024 15:31:34:892;29,94
14.03.2024 15:31:34:970;29,94
14.03.2024 15:31:35:048;29,93
14.03.2024 15:31:35:361;29,93
14.03.2024 15:31:35:454;29,94
14.03.2024 15:31:35:532;29,93
14.03.2024 15:31:35:611;29,94
14.03.2024 15:31:35:689;29,94
14.03.2024 15:31:35:767;29,93
14.03.2024 15:31:35:845;29,94
14.03.2024 15:31:35:923;29,95
14.03.2024 15:31:36:002;29,95
14.03.2024 15:31:36:424;29,95
14.03.2024 15:31:36:502;29,95
14.03.2024 15:31:36:736;29,95
14.03.2024 15:31:36:814;29,96
14.03.2024 15:31:36:892;29,95
14.03.2024 15:31:36:970;29,96
14.03.2024 15:31:37:048;29,95
14.03.2024 15:31:37:127;29,95
14.03.2024 15:31:37:205;29,95
14.03.2024 15:31:37:283;29,96
14.03.2024 15:31:37:361;29,95
14.03.2024 15:31:37:517;29,95
14.03.2024 15:31:37:596;29,96
14.03.2024 15:31:37:845;29,96
14.03.2024 15:31:37:924;29,95
14.03.2024 15:31:38:002;29,95
14.03.2024 15:31:38:174;29,96
14.03.2024 15:31:38:487;29,96
14.03.2024 15:31:38:580;29,95
14.03.2024 15:31:38:659;29,96
14.03.2024 15:31:39:065;29,96
14.03.2024 15:31:39:143;29,95
14.03.2024 15:31:39:221;29,96
14.03.2024 15:31:39:378;29,96
14.03.2024 15:31:39:456;29,96
14.03.2024 15:31:39:534;29,96
14.03.2024 15:31:39:846;29,96
14.03.2024 15:31:39:924;29,96
14.03.2024 15:31:40:002;29,96
14.03.2024 15:31:40:159;29,97
14.03.2024 15:31:40:237;29,96
14.03.2024 15:31:40:472;29,96
14.03.2024 15:31:40:550;29,97
14.03.2024 15:31:40:628;29,96
14.03.2024 15:31:40:706;29,97
14.03.2024 15:31:40:784;29,96
14.03.2024 15:31:40:940;29,96
14.03.2024 15:31:41:019;29,96
14.03.2024 15:31:41:096;29,96
14.03.2024 15:31:41:175;29,98
14.03.2024 15:31:41:253;29,98
14.03.2024 15:31:41:331;29,97
14.03.2024 15:31:41:409;29,98
14.03.2024 15:31:41:487;29,97
14.03.2024 15:31:41:722;29,97
14.03.2024 15:31:41:800;29,98
14.03.2024 15:31:41:878;29,97
14.03.2024 15:31:41:956;29,98
14.03.2024 15:31:42:035;29,98
14.03.2024 15:31:42:112;29,98
14.03.2024 15:31:42:191;29,98
14.03.2024 15:31:42:269;29,98
14.03.2024 15:31:42:347;29,98
14.03.2024 15:31:42:519;29,98
14.03.2024 15:31:42:597;29,97
14.03.2024 15:31:42:675;29,98
14.03.2024 15:31:42:753;29,98
14.03.2024 15:31:42:831;29,98
14.03.2024 15:31:42:909;29,98
14.03.2024 15:31:42:988;29,98
14.03.2024 15:31:43:066;29,98
14.03.2024 15:31:43:144;29,98
14.03.2024 15:31:43:222;29,98
14.03.2024 15:31:43:300;29,98
14.03.2024 15:31:43:457;29,98
14.03.2024 15:31:43:535;29,99
14.03.2024 15:31:43:613;29,98
14.03.2024 15:31:43:691;29,99
14.03.2024 15:31:43:769;29,98
14.03.2024 15:31:44:941;29,98
14.03.2024 15:31:45:020;29,99
14.03.2024 15:31:45:098;29,98
14.03.2024 15:31:45:176;29,98
14.03.2024 15:31:45:254;29,99
14.03.2024 15:31:45:520;29,99
14.03.2024 15:31:45:613;29,98
14.03.2024 15:31:45:692;29,99
14.03.2024 15:31:45:848;29,99
14.03.2024 15:31:45:926;29,99
14.03.2024 15:31:46:004;29,99
14.03.2024 15:31:46:160;29,99
14.03.2024 15:31:46:239;29,99
14.03.2024 15:31:46:552;29,99
14.03.2024 15:31:46:629;29,99
14.03.2024 15:31:46:708;29,99
14.03.2024 15:31:46:786;29,99
14.03.2024 15:31:46:864;29,99
14.03.2024 15:31:46:942;29,99
14.03.2024 15:31:47:020;29,99
14.03.2024 15:31:47:098;29,99
14.03.2024 15:31:47:177;29,99
14.03.2024 15:31:47:255;29,99
14.03.2024 15:31:47:333;29,99
14.03.2024 15:31:47:411;29,99
14.03.2024 15:31:47:489;29,99
14.03.2024 15:31:47:568;29,99
14.03.2024 15:31:47:646;29,99
14.03.2024 15:31:47:802;29,99
14.03.2024 15:31:47:880;29,99
14.03.2024 15:31:47:958;29,99
14.03.2024 15:31:48:036;30
14.03.2024 15:31:48:115;29,99
14.03.2024 15:31:48:271;29,99
14.03.2024 15:31:48:349;30
14.03.2024 15:31:48:427;30
14.03.2024 15:31:48:505;29,99
14.03.2024 15:31:48:896;29,99
14.03.2024 15:31:48:974;29,99
14.03.2024 15:31:49:052;29,99
14.03.2024 15:31:49:130;30
14.03.2024 15:31:49:208;29,99
14.03.2024 15:31:49:287;29,99
14.03.2024 15:31:49:365;30
14.03.2024 15:31:49:443;29,99
14.03.2024 15:31:49:521;30
14.03.2024 15:31:49:599;30,01
14.03.2024 15:31:49:678;30
14.03.2024 15:31:50:162;30
14.03.2024 15:31:50:240;30,01
14.03.2024 15:31:50:318;30,01
14.03.2024 15:31:50:412;30
14.03.2024 15:31:50:506;30,01
14.03.2024 15:31:50:584;30,01
14.03.2024 15:31:50:662;30
14.03.2024 15:31:50:896;30
14.03.2024 15:31:50:974;30,01
14.03.2024 15:31:51:053;30
14.03.2024 15:31:51:131;30,01
14.03.2024 15:31:51:209;30
14.03.2024 15:31:51:287;30
14.03.2024 15:31:51:365;30,01
14.03.2024 15:31:51:678;30,01
14.03.2024 15:31:51:756;30,01
14.03.2024 15:31:51:912;30,01
14.03.2024 15:31:51:991;30
14.03.2024 15:31:52:069;30,01
14.03.2024 15:31:52:460;30,01
14.03.2024 15:31:52:538;30,01
14.03.2024 15:31:52:616;30,01
14.03.2024 15:31:52:694;30,01
14.03.2024 15:31:52:787;30,01
14.03.2024 15:31:52:866;30,01
14.03.2024 15:31:52:944;30,01
14.03.2024 15:31:53:022;30
14.03.2024 15:31:53:100;30,01
14.03.2024 15:31:53:178;30,01
14.03.2024 15:31:53:256;30,01
14.03.2024 15:31:53:334;30,01
14.03.2024 15:31:53:413;30,01
14.03.2024 15:31:53:819;30,01
14.03.2024 15:31:53:897;30,01
14.03.2024 15:31:53:975;30,01
14.03.2024 15:31:54:053;30,01
14.03.2024 15:31:54:210;30,01
14.03.2024 15:31:54:288;30,01
14.03.2024 15:31:54:366;30,01
14.03.2024 15:31:54:445;30,01
14.03.2024 15:31:54:523;30,01
14.03.2024 15:31:54:601;30,01
14.03.2024 15:31:54:835;30,01
14.03.2024 15:31:54:913;30,01
14.03.2024 15:31:54:992;30,01
14.03.2024 15:31:55:070;30,01
14.03.2024 15:31:55:148;30,01
14.03.2024 15:31:55:226;30,01
14.03.2024 15:31:55:304;30,01
14.03.2024 15:31:55:382;30,01
14.03.2024 15:31:55:461;30,01
14.03.2024 15:31:55:539;30,01
14.03.2024 15:31:55:616;30,01
14.03.2024 15:31:55:695;30,01
14.03.2024 15:31:55:773;30,01
14.03.2024 15:31:55:851;30,01
14.03.2024 15:31:55:929;30,02
14.03.2024 15:31:56:007;30,01
14.03.2024 15:31:56:476;30,01
14.03.2024 15:31:56:555;30,01
14.03.2024 15:31:56:633;30,01
